Name,Ownership Type,Phone Number,Address,City,County,Zip,Coordinates,State,Image,Regular hours,Saturday Openint TImes,Sunday Opening Times,24-Hour Service,Starbucks Reserve-Clover Brewed,Oven-Warmed Food,Free Wi-Fi,Verismo System,Mobile Payment,Digital Rewards,La Boulange,Fizzio Handcrafted Sodas,Drive-Thru,Link
Target LA Westwood T-2774,Licensed,310-893-2360,"10861 Weyburn Ave, 900242957  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900242957,"34.0630187988281,-118.443962097168",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.0630187988281,-118.443962097168&fov=90&heading=235&pitch=10",7:00 AM to 10:00 PM,7:00 AM to 10:00 PM,8:00 AM to 9:00 PM,No,No,Yes,Yes,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/89774/us
Target Long Beach NW T-2424,Licensed,562-295-2971,"6750 Cherry Ave, 908051717  Los Angeles County, California",Long Beach - Los Angeles County,Los Angeles County,908051717,"33.877283,-118.165991",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.877283,-118.165991&fov=90&heading=235&pitch=10",8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,No,No,No,No,No,Yes,No,Yes,Yes,No,http://www.starbucks.com/store/10678/us
Target Long Beach/Sgnal Hill T-2319,Licensed,562-427-7751,"950 E 33rd St, 907555114  Los Angeles County, California",Long Beach - Los Angeles County,Los Angeles County,907555114,"33.816645,-118.181948",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.816645,-118.181948&fov=90&heading=235&pitch=10",8:00 AM to 10:00 PM,8:00 AM to 10:00 PM,8:00 AM to 10:00 PM,No,No,No,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/7639/us
Target Los Angeles Eagle T-1408,Licensed,323-258-1355,"2626 Colorado Blvd, 900411070  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900411070,"34.142155,-118.22339",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.142155,-118.22339&fov=90&heading=235&pitch=10",8:00 AM to 10:00 PM,8:00 AM to 10:00 PM,8:00 AM to 9:00 PM,No,No,No,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/68321/us
Target Los Angeles T-1306,Licensed,(310) 895-1131,"3535 S La Cienega Blvd, 900164407  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900164407,"34.023407,-118.373792",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.023407,-118.373792&fov=90&heading=235&pitch=10",,,,No,No,No,No,No,No,No,Yes,Yes,No,http://www.starbucks.com/store/7848/us
Target Manhattan Beach T-199,Licensed,310-546-5601,"1200 N Sepulveda Blvd, 902665104  Los Angeles County, California",Manhattan Beach - Los Angeles County,Los Angeles County,902665104,"33.888348,-118.395121",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.888348,-118.395121&fov=90&heading=235&pitch=10",8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,No,No,No,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/14884/us
Target North Hollywood T-294,Licensed,818-761-3083,"11051 Victory Blvd, 916063719  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,916063719,"34.188116,-118.371356",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.188116,-118.371356&fov=90&heading=235&pitch=10",8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 8:00 PM,No,No,Yes,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/7040/us
Target Northridge T-2020,Licensed,818-924-9001,"8999 Balboa Ave, 913252608  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,913252608,"34.233912,-118.502537",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.233912,-118.502537&fov=90&heading=235&pitch=10",8:00 AM to 10:00 PM,8:00 AM to 10:00 PM,8:00 AM to 9:00 PM,No,No,Yes,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/9480/us
Target Norwalk T-1340,Licensed,562-406-8870,"10600 Firestone Blvd, 906507410  Los Angeles County, California",Norwalk - Los Angeles County,Los Angeles County,906507410,"33.926086,-118.106735",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.926086,-118.106735&fov=90&heading=235&pitch=10",,,,No,No,No,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/35538/us
Target Pasadena East T-1332,Licensed,626-854-2931,"3121 E Colorado Blvd, 911073814  Los Angeles County, California",Pasadena - Los Angeles County,Los Angeles County,911073814,"34.146828,-118.084137",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.146828,-118.084137&fov=90&heading=235&pitch=10",8:00 AM to 10:00 PM,8:00 AM to 10:00 PM,8:00 AM to 9:00 PM,No,No,No,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/52014/us
Target Pasadena T-883,Licensed,626-584-1606,"777 E Colorado Blvd, 911012104  Los Angeles County, California",Pasadena - Los Angeles County,Los Angeles County,911012104,"34.146821,-118.134529",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.146821,-118.134529&fov=90&heading=235&pitch=10",8:00 AM to 10:00 PM,8:00 AM to 10:00 PM,8:00 AM to 9:00 PM,No,No,No,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/13770/us
Target Pomona T-2831,Licensed,909-634-3151,"701 Rio Rancho Rd, 91766  Los Angeles County, California",Pomona - Los Angeles County,Los Angeles County,91766,"34.0272979736328,-117.771812438965",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.0272979736328,-117.771812438965&fov=90&heading=235&pitch=10",,,,No,No,No,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/1006017/us
Target Redondo Beach T-1980,Licensed,310-750-0003,"1601 Kingsdale Ave, 902783928  Los Angeles County, California",Redondo Beach - Los Angeles County,Los Angeles County,902783928,"33.869071,-118.357302",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.869071,-118.357302&fov=90&heading=235&pitch=10",8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,No,No,No,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/9479/us
Target Rosemead T-1411,Licensed,626-280-8040,"3600 Rosemead Boulevard, 91770  Los Angeles County, California",Rosemead - Los Angeles County,Los Angeles County,91770,"34.0745506286621,-118.072975158691",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.0745506286621,-118.072975158691&fov=90&heading=235&pitch=10",,,,No,No,No,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/1006188/us
Target Rowland Heights T-222,Licensed,626-913-2880,"17751 Colima Rd, 917481714  Los Angeles County, California",Rowland Heights - Los Angeles County,Los Angeles County,917481714,"33.991982,-117.919",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.991982,-117.919&fov=90&heading=235&pitch=10",8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 8:00 PM,No,No,No,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/14000/us
Target San Dimas T-767,Licensed,9093940335,"888 W Arrow Hwy, 917732495  Los Angeles County, California",San Dimas - Los Angeles County,Los Angeles County,917732495,"34.104018,-117.823645",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.104018,-117.823645&fov=90&heading=235&pitch=10",8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 8:00 PM,No,No,No,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/18161/us
Target San Pedro T-2470,Licensed,310-214-1561,"1701 N Gaffey St, 90731  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,90731,"33.760448,-118.293303",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.760448,-118.293303&fov=90&heading=235&pitch=10",8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,No,No,No,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/10682/us
Target Santa Clarita T-2030,Licensed,(661) 977-5154,"19105 Golden Valley Rd, 913871428  Los Angeles County, California",Santa Clarita - Los Angeles County,Los Angeles County,913871428,"34.4482,-118.4214",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.4482,-118.4214&fov=90&heading=235&pitch=10",8:00 AM to 10:00 PM,8:00 AM to 10:00 PM,8:00 AM to 9:00 PM,No,No,Yes,No,No,Yes,No,Yes,Yes,No,http://www.starbucks.com/store/10857/us
Target South Gate T-190,Licensed,562-806-2911,"5700 Firestone Blvd, 902803704  Los Angeles County, California",South Gate - Los Angeles County,Los Angeles County,902803704,"33.949024,-118.16615",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.949024,-118.16615&fov=90&heading=235&pitch=10",,,,No,No,No,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/52080/us
Target Valencia T-257,Licensed,661-254-8001,"24425 W. Magic Mountain Pkwy, 913553435  Los Angeles County, California",Stevenson Ranch - Los Angeles County,Los Angeles County,913553435,"34.420486,-118.561716",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.420486,-118.561716&fov=90&heading=235&pitch=10",8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 8:00 PM,No,No,Yes,No,No,Yes,No,Yes,Yes,No,http://www.starbucks.com/store/13714/us
Target Van Nuys T-1307,Licensed,818-779-0163,"5711 Sepulveda Blvd, 914112918  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,914112918,"34.17416,-118.46633",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.17416,-118.46633&fov=90&heading=235&pitch=10",8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,No,No,No,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/68742/us
Target Van Nuys T-1309,Licensed,818-922-1001,"14920 Raymer Street, 91405  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,91405,"34.2132377624512,-118.459106445313",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.2132377624512,-118.459106445313&fov=90&heading=235&pitch=10",8:00 AM to 10:00 PM,8:00 AM to 10:00 PM,8:00 AM to 9:00 PM,No,No,Yes,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/1006180/us
Target West Covina T-1028,Licensed,626-859-0221,"2831 Eastland Ctr Dr, 917911624  Los Angeles County, California",West Covina - Los Angeles County,Los Angeles County,917911624,"34.073035,-117.885376",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.073035,-117.885376&fov=90&heading=235&pitch=10",8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 8:00 PM,No,No,No,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/7803/us
Target West Covina T-2147,Licensed,626-667-5400,"2370 S Azusa Ave, 917921511  Los Angeles County, California",West Covina - Los Angeles County,Los Angeles County,917921511,"34.033373,-117.912013",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.033373,-117.912013&fov=90&heading=235&pitch=10",8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 8:00 PM,No,No,No,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/6543/us
Target West Hills T-228,Licensed,818-999-2390,"6636 Fallbrook Avenue, 91307  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,91307,"34.1912498474121,-118.62336730957",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.1912498474121,-118.62336730957&fov=90&heading=235&pitch=10",,,,No,No,No,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/1006427/us
Target Westlake Village T-2810,Licensed,818-661-2361,"30740 Russell Ranch Rd, 91362  Los Angeles County, California",Westlake Village - Los Angeles County,Los Angeles County,91362,"34.1816558837891,-118.820137023926",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.1816558837891,-118.820137023926&fov=90&heading=235&pitch=10",,,,No,No,No,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/1007499/us
Target Whittier T-2019,Licensed,5623719003,"15614 Whittwood Ln, 906032324  Los Angeles County, California",Whittier - Los Angeles County,Los Angeles County,906032324,"33.942956,-117.996558",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.942956,-117.996558&fov=90&heading=235&pitch=10",,,,No,No,No,No,No,No,No,Yes,Yes,No,http://www.starbucks.com/store/8466/us
Target Woodland Hills T-288,Licensed,818-713-2707,"20801 Ventura Blvd, 913642363  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,913642363,"34.167251,-118.584929",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.167251,-118.584929&fov=90&heading=235&pitch=10",8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 8:00 PM,No,No,No,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/14344/us
Target Woodland Hills/TopangaT-2143,Licensed,818-746-9922,"6700 Topanga Canyon Blvd, 913032624  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,913032624,"34.191951873752,-118.60379556296",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.191951873752,-118.60379556296&fov=90&heading=235&pitch=10",8:00 AM to 10:00 PM,8:00 AM to 10:00 PM,8:00 AM to 9:00 PM,No,No,No,No,No,Yes,No,Yes,No,No,http://www.starbucks.com/store/9977/us
"Temple & Mission, Pomona",Company Owned,909-865-7767,"3044 Temple Avenue, 917666816  Los Angeles County, California",Pomona - Los Angeles County,Los Angeles County,917666816,"34.041683,-117.798355",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.041683,-117.798355&fov=90&heading=235&pitch=10",4:30 AM to 9:00 PM,5:00 AM to 9:30 PM,5:30 AM to 9:30 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/12462/us
The Beverly Center,Company Owned,(310) 358-0161,"8500 Beverly Center, 90048  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,90048,"34.074577,-118.376269",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.074577,-118.376269&fov=90&heading=235&pitch=10",6:30 AM to 9:00 PM,6:30 AM to 8:00 PM,7:30 AM to 6:00 PM,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/13320/us
The Gas Co. Tower,Company Owned,(213) 892-0306,"555 West 5th Street, 900131007  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900131007,"34.050095,-118.253138",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.050095,-118.253138&fov=90&heading=235&pitch=10",5:00 AM to 5:30 PM,Closed,Closed,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/16846/us
Third Street (B&N),Company Owned,310-451-9626,"308 Wilshire Blvd., 904011312  Los Angeles County, California",Santa Monica - Los Angeles County,Los Angeles County,904011312,"34.018384,-118.498912",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.018384,-118.498912&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,5:00 AM to 10:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/9024/us
Toluca Lake,Company Owned,(818) 563-9830,"4207 Riverside Drive, 91505  Los Angeles County, California",Burbank - Los Angeles County,Los Angeles County,91505,"34.152513,-118.345785",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.152513,-118.345785&fov=90&heading=235&pitch=10",5:00 AM to 9:30 PM,6:00 AM to 9:00 PM,6:00 AM to 9:00 PM,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/12177/us
"Topanga Cyn & Dumetz, Woodland Hill",Company Owned,818-704-1730,"4900 Topanga Canyon Blvd, 913643112  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,913643112,"34.157158,-118.605497",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.157158,-118.605497&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,5:30 AM to 9:00 PM,6:00 AM to 9:00 PM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/18669/us
Topanga Cyn./Lassen,Company Owned,(818) 701-5823,"9935 Topanga Canyon Boulevard, 913113602  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,913113602,"34.250758,-118.606281",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.250758,-118.606281&fov=90&heading=235&pitch=10",4:30 AM to 9:30 PM,4:30 AM to 9:30 PM,5:00 AM to 9:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/14850/us
Topanga Plaza,Company Owned,(818) 999-2653,"6600 Topanga Canyon Blvd., 913032609  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,913032609,"34.192450079559,-118.60333438455",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.192450079559,-118.60333438455&fov=90&heading=235&pitch=10",6:00 AM to 9:30 PM,6:00 AM to 9:30 PM,7:00 AM to 8:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/16032/us
Torrance & Hawthorne,Company Owned,310-316-2719,"21209-A Hawthorne Blvd, 905035501  Los Angeles County, California",Torrance - Los Angeles County,Los Angeles County,905035501,"33.837151,-118.355389",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.837151,-118.355389&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,6:00 AM to 9:30 PM,6:00 AM to 9:30 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/18547/us
"Torrance & I-110, Carson",Company Owned,310-618-1899,"20806 Figeroa Street, 907451905  Los Angeles County, California",Carson - Los Angeles County,Los Angeles County,907451905,"33.841313,-118.285423",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.841313,-118.285423&fov=90&heading=235&pitch=10",4:30 AM to 9:30 PM,5:30 AM to 9:30 PM,5:30 AM to 9:30 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/14078/us
Torrance Crossroads,Company Owned,310-530-2034,"24427 Crenshaw, 905055346  Los Angeles County, California",Torrance - Los Angeles County,Los Angeles County,905055346,"33.803235,-118.328188",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.803235,-118.328188&fov=90&heading=235&pitch=10",4:30 AM to 9:30 PM,5:00 AM to 9:30 PM,5:00 AM to 9:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/8741/us
Torrey Pines & Hershel,Company Owned,858-454-2801,"1055 Torrey Pines Road, 920375022  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,920375022,"32.8425636291504,-117.272277832031",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=32.8425636291504,-117.272277832031&fov=90&heading=235&pitch=10",5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:30 AM to 8:30 PM,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/90182/us
Trojan Grounds @ USC,Licensed,213-740-6285,"642 W 34th St, 90007  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,90007,"34.0217971801758,-118.281936645508",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.0217971801758,-118.281936645508&fov=90&heading=235&pitch=10",,,,No,No,No,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/90142/us
"Truman & Maclay, San Fernando",Company Owned,818-837-0337,"1135 Truman Street, 913403200  Los Angeles County, California",San Fernando - Los Angeles County,Los Angeles County,913403200,"34.283939,-118.440928",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.283939,-118.440928&fov=90&heading=235&pitch=10",4:30 AM to 11:30 PM,4:30 AM to 12:00 AM,4:30 AM to 11:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/11293/us
"Tujunga & Camarillo,North Hollywood",Company Owned,818-761-0164,"11331 Camarillo Street, 916021216  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,916021216,"34.157886,-118.378736",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.157886,-118.378736&fov=90&heading=235&pitch=10",4:30 AM to 12:00 AM,4:30 AM to 12:00 AM,5:00 AM to 12:00 AM,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/17264/us
Union Station (DTLA),Company Owned,213-621-2862,"800 N. Alameda Street, 900122177  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,900122177,"34.05507,-118.232759",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.05507,-118.232759&fov=90&heading=235&pitch=10",4:30 AM to 11:00 PM,5:00 AM to 11:00 PM,5:00 AM to 11:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/20070/us
Universal City Walk,Licensed,818-622-2233,"100 Universal City Plaza, 916081085  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,916081085,"34.136296,-118.353108",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.136296,-118.353108&fov=90&heading=235&pitch=10",7:00 AM to 9:00 PM,7:00 AM to 9:00 PM,7:00 AM to 9:00 PM,No,No,Yes,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/8858/us
Universal Studios Hollywood Studio,Licensed,818-777-8002,"100 Universal City Plaza, 91608  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,91608,"34.1407623291016,-118.356750488281",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.1407623291016,-118.356750488281&fov=90&heading=235&pitch=10",,,,No,No,No,No,No,No,No,Yes,No,No,http://www.starbucks.com/store/1009000/us
Valencia,Company Owned,661-255-9850,"25912 McBean Parkway, 913552006  Los Angeles County, California",Santa Clarita - Los Angeles County,Los Angeles County,913552006,"34.403266,-118.551965",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.403266,-118.551965&fov=90&heading=235&pitch=10",4:30 AM to 10:00 PM,5:00 AM to 10:00 PM,5:30 AM to 10:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/12167/us
"Valencia & I-5, Valencia",Company Owned,661-288-0074,"26802 The Old Road, 913810661  Los Angeles County, California",Santa Clarita - Los Angeles County,Los Angeles County,913810661,"34.408,-118.579233",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.408,-118.579233&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,5:30 AM to 10:00 PM,5:30 AM to 10:00 PM,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/14036/us
"Valencia & Magic Mountain Pkwy, Val",Company Owned,661-260-1516,"24201 Valencia Blvd., 913550829  Los Angeles County, California",Santa Clarita - Los Angeles County,Los Angeles County,913550829,"34.41282198434,-118.562002",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.41282198434,-118.562002&fov=90&heading=235&pitch=10",7:30 AM to 9:45 PM,7:30 AM to 9:45 PM,9:00 AM to 7:15 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/16385/us
"Valencia & McBean, Santa Clarita",Company Owned,661-288-0203,"24286 Valencia Blvd., 913555391  Los Angeles County, California",Santa Clarita - Los Angeles County,Los Angeles County,913555391,"34.413101,-118.559299",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.413101,-118.559299&fov=90&heading=235&pitch=10",4:30 AM to 10:30 PM,4:30 AM to 10:30 PM,5:30 AM to 10:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/12824/us
Valencia Marketplace,Company Owned,(661) 259-9906,"25900 The Old Road, 913811712  Los Angeles County, California",Stevenson Ranch - Los Angeles County,Los Angeles County,913811712,"34.391473,-118.573479",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.391473,-118.573479&fov=90&heading=235&pitch=10",4:00 AM to 11:30 PM,4:30 AM to 11:30 PM,5:00 AM to 11:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/16534/us
"Valley & Almansor, Alhambra",Company Owned,(626) 284-2472,"810 E VALLEY BLVD, 918015200  Los Angeles County, California",Alhambra - Los Angeles County,Los Angeles County,918015200,"34.078844,-118.114595",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.078844,-118.114595&fov=90&heading=235&pitch=10",5:30 AM to 10:30 PM,5:30 AM to 12:00 AM,5:30 AM to 10:30 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/12659/us
"Valley & Garvey, El Monte",Company Owned,626-258-2931,"11979 E. Garvey Avenue, 917323513  Los Angeles County, California",El Monte - Los Angeles County,Los Angeles County,917323513,"34.063158,-118.01938",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.063158,-118.01938&fov=90&heading=235&pitch=10",5:00 AM to 11:00 PM,5:30 AM to 11:00 PM,5:30 AM to 11:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/12691/us
"Valley & Grand, Walnut",Company Owned,909-598-4459,"505-A Grand Avenue, 917892144  Los Angeles County, California",Walnut - Los Angeles County,Los Angeles County,917892144,"34.02757,-117.836501",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.02757,-117.836501&fov=90&heading=235&pitch=10",5:00 AM to 10:00 PM,6:00 AM to 10:00 PM,6:00 AM to 10:00 PM,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/13867/us
Valley & Lemon,Company Owned,9094685109,"20373 East Valley Blvd, 91789  Los Angeles County, California",Walnut - Los Angeles County,Los Angeles County,91789,"34.0097885131836,-117.859504699707",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.0097885131836,-117.859504699707&fov=90&heading=235&pitch=10",4:30 AM to 10:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/1005936/us
"Valley View & Alondra, Santa Fe Srp",Company Owned,562-483-6051,"15905 Valley View Avenue, 906705817  Los Angeles County, California",Santa Fe Springs - Los Angeles County,Los Angeles County,906705817,"33.88773,-118.029256",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=33.88773,-118.029256&fov=90&heading=235&pitch=10",4:30 AM to 8:30 PM,5:30 AM to 8:30 PM,5:30 AM to 8:30 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,http://www.starbucks.com/store/8260/us
"Van Nuys & Michaels, Van Nuys",Company Owned,(818) 787-0904,"7902 VAN NUYS BLVD, 914026084  Los Angeles County, California",Los Angeles - Los Angeles County,Los Angeles County,914026084,"34.214563,-118.448472",California,"http://maps.googleapis.com/maps/api/streetview?size=600x600&location=34.214563,-118.448472&fov=90&heading=235&pitch=10",5:00 AM to 11:00 PM,5:30 AM to 11:30 PM,5:30 AM to 11:00 PM,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,http://www.starbucks.com/store/7779/us
